0 25 1 1.13186e-11 3.48755e-19
0.0166667 25 2 3.05532e-08 1.2209e-18
0.0333333 25 2 4.7816e-08 2.6654e-18
0.05 25 2 6.4076e-08 4.70338e-18
0.0666667 25 2 5.16339e-08 7.35142e-18
0.0833333 25 2 6.54244e-08 1.06228e-17
0.1 25 2 7.69673e-08 1.45288e-17
0.116667 25 2 8.74309e-08 1.90789e-17
0.133333 25 2 9.67044e-08 2.42707e-17
0.15 25 2 4.60356e-08 3.01202e-17
0.166667 25 2 4.94425e-08 3.66342e-17
0.183333 25 2 5.25297e-08 4.38189e-17
0.2 25 2 5.53798e-08 5.16803e-17
0.216667 25 2 5.80586e-08 6.02236e-17
0.233333 25 2 6.06103e-08 6.9454e-17
0.25 25 2 6.3069e-08 7.93761e-17
0.266667 25 2 6.54562e-08 9.00163e-17
0.283333 25 2 6.77875e-08 1.0136e-16
0.3 25 2 7.00725e-08 1.1341e-16
0.316667 25 2 7.23189e-08 1.26172e-16
0.333333 25 2 7.45303e-08 1.39648e-16
0.35 25 2 7.67116e-08 1.53843e-16
0.366667 25 2 7.88638e-08 1.68759e-16
0.383333 25 2 8.09887e-08 1.844e-16
0.4 25 2 8.30881e-08 2.00769e-16
0.416667 25 2 8.51635e-08 2.17868e-16
0.433333 25 2 8.72157e-08 2.35702e-16
0.45 25 2 8.92454e-08 2.54271e-16
0.466667 25 2 9.12536e-08 2.7358e-16
0.483333 25 2 9.32414e-08 2.93631e-16
0.5 25 2 9.52099e-08 3.14426e-16
0.516667 25 2 9.71587e-08 3.35968e-16
0.533333 25 2 9.909e-08 3.58213e-16
0.55 25 2 5.04603e-08 3.81207e-16
0.566667 25 2 5.14761e-08 4.04952e-16
0.583333 25 2 5.24811e-08 4.29449e-16
0.6 25 2 5.34747e-08 4.54702e-16
0.616667 25 2 5.44584e-08 4.80711e-16
0.633333 25 2 5.54316e-08 5.0748e-16
0.65 25 2 5.63953e-08 5.35009e-16
0.666667 25 2 5.73498e-08 5.63302e-16
0.683333 25 2 5.82953e-08 5.9236e-16
0.7 25.0001 2 5.92319e-08 6.22184e-16
0.716667 25.0001 2 6.016e-08 6.52778e-16
0.733333 25.0001 2 6.108e-08 6.84141e-16
0.75 25.0001 2 6.19926e-08 7.16277e-16
0.766667 25.0002 2 6.2897e-08 7.49187e-16
0.783333 25.0002 2 6.37946e-08 7.82872e-16
0.8 25.0002 2 6.46846e-08 8.17335e-16
0.816667 25.0003 2 6.55675e-08 8.52577e-16
0.833333 25.0003 2 6.64441e-08 8.88599e-16
0.85 25.0004 2 6.73135e-08 9.25404e-16
0.866667 25.0005 2 6.81768e-08 9.62993e-16
0.883333 25.0005 2 6.90337e-08 1.00137e-15
0.9 25.0006 2 6.98843e-08 1.04053e-15
0.916667 25.0007 2 7.07288e-08 1.08048e-15
0.933333 25.0008 2 7.15673e-08 1.12122e-15
0.95 25.0009 2 7.23999e-08 1.16275e-15
0.966667 25.001 2 7.32274e-08 1.20508e-15
0.983333 25.0012 2 7.40482e-08 1.2482e-15
1 25.0013 2 7.48643e-08 1.29211e-15
1.01667 25.0015 2 7.56745e-08 1.33683e-15
1.03333 25.0016 2 7.64796e-08 1.38234e-15
